English,Hindi,,
cross check,"1.प्रति परीक्षण, 2.क्रास जांच",,
cross compiler,"1.क्रॉस क्रमादेश-अंतरक,2. प्रति क्रमादेश-अंतरक",,
cross fire,अप्रासंगिक सिग्नल,,
cross talk,अप्रासंगिक वार्ता,,
cryptographic,गूढालेखी,,
cryptography,"1.गूढालेखन, 2.गूढालेखिकी, 3.क्रिप्टोग्राफी",,
currency symbol,मुद्रा प्रतीक,,
current directory,वर्तमान निर्देशिका,,
current window,वर्तमान विंडो,,
cursor,कर्सर,,
curve,वक्र,,
cut and paste,"1.काटो और चिपकाओ, 2.कर्तन और चिपकाना",,
cut method,कर्तन विधि,,
cyber,सािबर,,
cyber café,सािबर कैफे,,
cyber cash,सािबर कैश,,
cyber crime,सािबर अपराध,,
cyber delics,सािबर डेलिक्स,,
cyber law,सािबर कानून,,
cyber sex,सािबर सेक्स,,
cybernatics,"1.सािबर विज्ञान,2. साइबरनेटिक्स",,
cybernation,"1.सािबरकरण,2. सािबरीकरण",,
cycle,चक्र,,
cycle memory,"1.चक्र स्मृति, 2.चक्र मेमोरी",,
cycle steal,चक्र हरण,,
cycle time,चक्र काल,,
cyclic,चक्रीय,,
daemon,डेमॉन,,
daisy wheel,डेजी चक्र,,
data administrator,आँकड़ा प्रशासक,,
data allocation,आँकड़ा नियतन,,
data area,"1.आँकड़ा क्षेत्र, 2.डाटा क्षेत्र",,
data array,"1.आँकड़ा सरणी,2. ऑकड़ा व्यूह",,
data base,"1.डाटा-बेस, 2. आँकड़ा आधार",,
data break,डाटा विभंग,,
data bus,"1.आँकडा बस, 2. डाटा बस",,
data carrier,"1.ऑकड़ा वाहक, 2.डाटा वाहक",,
data cell,आँकड़ा कोष्ठिका,,
data channel,"1.आँकड़ा प्रणाल, 2. आँकड़ा चैनल",,
data communication,आँकड़ा संचार,,
data compression,"1.आँकड़ा संपीडन, 2. डाटा संपीडन",,
data field,आँकड़ा क्षेत्र,,
data file,आँकड़ा संचिका,,
data flow,"1.आँकड़ा प्रवाह, 2. डाटा प्रवाह",,
data flow Chart,"1.आँकड़ा प्रवाह संचित्र, 2.चार्ट",,
data hierarchy,आँकड़ा पदानुक्रम,,
data level,आँकड़ा स्तर,,
data library,"1.आँकड़ा संग्रह, 2. आँकड़ा लाइब्रेरी",,
data link layer,आँकड़ा कड़ी परत,,
data link layer (DLL),आँकड़ा कड़ी परत (डी एल एल),,
data management,"1.आँकड़ा प्रबंधन, 2.डाटा प्रबंधन",,
data manipulation,"1.ऑकड़ा प्रकलन, 2.डाटा प्रकलन",,
data manipulation language (DML),आँकड़ा प्रकलन भाषा (डी एम एल),,
data modem,"आँकड़ा माडेम, डाटा माडेम",,
data modification,"1.आँकड़ा आपरिवर्तन, 2. आँकड़ा आशोधन",,
data network,"1.आँकड़ा जालक्रम, 2.डाटा नेटवर्क",,
data operation,"1.आँकड़ा संक्रिया, 2.डाटा संक्रिया",,
data organization,"1.आँकड़ा संगठन्अ,2. डाटा संगठन",,
data output,"1.आँकड़ा निर्गम, 2.डाटा निर्गम",,
data path,"1.आँकड़ा पथ, 2. डाटा पथ",,
data prepration,"1.आँकड़ा तैयारी, 2. डाटा तैयारी",,
data privacy,"1.आँकड़ा गोपनीयता, 2. डाटा गोपनीयता",,
data processor,"1.ऑकड़ा प्रक्रमक, 2. डाटा प्रक्रमक",,
data protection,"1.आँकड़ा रक्षण, 2. डाटा रक्षण",,
data record,"1.आँकड़ा अभिलेख, 2. डाटा अभिलेख",,
data retrieval,"1.आँकड़ा पुनः-प्राप्ति, 2. डाटा पुन:प्राप्ति",,
data routine,"1.आँकड़ा नेमिक, 2. आँकड़ा रुटीन",,
data security,"1.आँकड़ा सुरक्षा, 2. डाटा सुरक्षा",,
data set,"1.आँकड़ा समुच्चय,2. डाटा समुच्चय",,
data signal,"1.आँकड़ा संकेत, 2.डाटा संकेत",,
data sink,"1.आँकड़ा अभिगम, 2. डाटा अभिगम",,
data source,"1.आँकड़ा स्रोत, 2.डाटा स्रोत",,
data specification,"1.आँकड़ा विनिर्देश,2. डाटा विनिर्देश",,
data station,"1.आँकड़ा केंद्र, 2. डाटा केंद्र",,
data storage,"1.ऑकड़ा भंडारण, 2. डाटा भंडारण",,
data storage structure,आँकड़ा भंडारण संरचना,,
data structure,"1.ऑकड़ा संरचना, 2. डाटा संरचना",,
data switch,"1.आँकड़ा स्विच, 2. डाटा स्विच",,
data table,"1.आँकड़ा सारणी, 2.डाटा सारणी",,
data terminal,"1.आँकड़ा अंतक,2. डाटा अंतक",,
data transcription,"1.आँकड़ा अनुलेखन, 2. डाटा अनुलेखन",,
data transfer,"1.आँकड़ा अंतरण,2. डाटा अंतरण",,
data transmission,"1.आँकड़ा संचरण, 2. डाटा संचरण",,
data transmission Channel,"1.आँकड़ा संचरण प्रणाली, 2. डाटा संचरण प्रणाली",,
data type,"1.आँकड़ा प्रारुप, 2. डाटा प्रारुप",,
data unit,"1.आँकड़ा एकक, 2. डाटा एकक",,
data validation,"1.आँकड़ा मान्यीकरण, 2. डाटा मान्यीकरण",,
database,डाटाबेस,,
database adminstration,डाटाबेस प्रशासन,,
database design,डाटाबेस अभिकल्प,,
database management system,डाटाबेस प्रबंधन तंत्र,,
datagrav,"1.आँकड़ाग्रेव, 2. डाटाग्रेव",,
datum,"1.डेटम, 2. ऑकड़ा",,
dead zone,"1.अक्रिय क्षेत्र, 2.निष्क्रिय क्षेत्र",,
deadlock,गतिरोध,,
deadlock prevention,गतिरोध रोकथाम,,
debug,दोष मार्जन,,
decision box,"1.निर्णय कोष्ठ, 2. निर्णय पेटी",,
decision making process,निर्णय निर्धारण प्रक्रम,,
decision support system,निर्णय सहायक तंत्र,,
decision tree,निर्णय वृक्ष,,
decoder,"1.कुटवाचक, 2. विकोडक",,
decomposition principle,विघटन सिद्धांत,,
decryption,विकोडन,,
dedicated channel,समर्पित प्रणाल,,
dedicated port,समर्पित दवारक,,
defence data network (DDN),प्रतिरक्षण आँकडा नेटवर्क (डी डी एन),,
defence information system,प्रतिरक्षण सूचना प्रणाली,,
defragmentation,एकीकरण,,
delay,विलंब,,
delay counter,विलंब गणक,,
delay time,विलंब काल,,
delete,"1.मिटाना, 2. हटाना",,
deletion record,विलोपन अभिलेख,,
delimiter,परिसीमक,,
delta modulation,डेल्टा माँडुलन,,
demand paging,माँग पृष्ठन,,
demo,प्रदर्शन,,
demodulation,विमाडुलन,,
demultiplexer,वि-बहुसंकेतक,,
denormalization,असमान्यीकरण,,
density,"1.घनत्व, 2. सधनता",,
dependency,"1.आश्रिता, 2. निर्भरता",,
dependent unit,आश्रित एकक,,
dequeue,विपंक्ति,,
dereferencing,"1.अपनिर्देशन, 2. अपसंदर्भन",,
derivation tree,व्युत्पन्न वृक्ष,,
derived field,व्युत्पन्न क्षेत्र,,
descending sort,अवरोही छंटाई,,
design,अभिकल्प,,
desk calculator,डेस्क परिकलक,,
desk top computer,डेस्कटॉप कंप्यूटर,,
desktop presentation,डेस्कटॉप प्रस्तुतिकरण,,
desktop publishing (DTP),डेस्कटॉप प्रकाशन,,
desktop video,डेस्कटॉप वीडियो,,
destination address,गंतव्य पता,,
destructer,"1.विनाशक,  2.अपध्वंशक",,
deterministric automats,निर्धारणात्मक ऑटोमेटा,,
developer,विकासक,,
development system,विकास तन्त्र,,
device,युक्ति,,
device control unit,युक्ति नियंत्रण एकक,,
device controller,युक्ति नियंत्रक,,
device management,युक्ति प्रबंधन,,
device mode,युक्ति विधा,,
diagnosis,निदान,,
diagnostic system,निदानी तंत्र,,
diagnostics,"1.निदान, 2. निदानिकी",,
diagram,आरेख,,
dial,डायल,,
dial line,डायल लाइन,,
dial tone,डायल टोन,,
dial up,डायल अप,,
dialog,"1.संवाद, 2. वार्तालाप",,
dialog box,वार्तालाप कोष्ठ,,
dialup modem,डायलअप मॉडम,,
diamension,विमा,,
dictionary,शब्दकोश,,
differentiation,"1. अवकलन ,2. विभेदन",,
digital,अंकीय,,
digital channel,अंकीय प्रणाल,,
digital circuit,अंकीय परिपथ,,
digital computer,अंकीय कंप्यूटर,,
digital data,"1.अंकीय आँकड़ा, 2.अंकीय डाटा",,
digital facility,अंकीय सुविधा,,
digital filter,अंकीय फिल्टर,,
digital library,अंकीय लाइब्रेरी,,
digital modulation,अंकीय माडुलन,,
digital monitor,"1.अंकीय प्रदर्श, 2. डिजीटल मॉनीटर",,
digital picture,अंकीय चित्र,,
digital signature,"1.अंकीय हस्ताक्षर, 2. अंकीय चिन्हक",,
digital switch,अंकीय स्विच,,
digital to analog (D/A) converter,अंकीय अनुरूप रूपांतरक,,
digitization,अंकरूपण,,
digitize,अंकीकरण,,
digitizer,अंकरूपक,,
diode,डायोड,,
direct,प्रत्यक्ष,,
direct address,प्रत्यक्ष पता,,
direct conversion,प्रत्यक्ष रुपांतरण,,
direct coupling,प्रत्यक्ष युग्मन,,
direct memory access (DMA),"1.प्रत्यक्ष स्मृति अभिगम, 2. प्रत्यक्ष मैमोरी अभिगम (डी एम ए)",,
direct memory acess (DMA),प्रत्यक्ष स्मृति अभिगम (डी एम ए),,
direct method,प्रत्यक्ष विधि,,
directive,निदेश,,
directory,निर्देशिका,,
directory server,"1.निर्देशिका परिसेवक, 2. निर्देशिका सर्वर",,
directory service,निर्देशिका सेवा,,
disable,असमर्थ,,
disabling signal,असमर्थकारी संकेत,,
disconnect,"1.असंबंधन, 2. विसंबंधन",,
discrete,"1.असतत , 2. विविक्त",,
disk,"1.चक्रिका, 2. डिस्क",,
disk address,"1.चक्रिका पता, 2. डिस्क पता",,
disk array,"1.चक्रिका सरणी, 2. डिस्क सरणी",,
disk capacity,"1.चक्रिका क्षमता, 2. डिस्क क्षमता",,
disk drive,"1.चक्रिका चालक, 2.डिस्क ड्रािव",,
disk file,चक्रिका संचिका,,
disk memory,"1.चक्रिका स्मृति, 2. चक्रिका मेमोरी, 3.डिस्क स्मृति,4. डिस्क मेमोरी",,
disk operating system (DOS),चक्रिका परिचालन तंत्र (डी ओ एस),,
disk pack,चक्रिका संकुल,,
disk server,"1.चक्रिका परिसेवक, 2. डिस्क सर्वर",,
disk storage,"1.चक्रिका भंडारण, 2. डिस्क भंडारण",,
diskette,डिस्केट,,
display file,प्रदर्श संचिका,,
display image,प्रदर्श प्रतिबिंब,,
disposal,निपटान,,
distance,दूरी,,
distance function,दूरी फलन,,
distortion,विरूपण,,
distributed,वितरित,,
distributed data,वितरित आँकड़ा,,
distributed server,वितरित परिसेवक,,
distributed system,"1.वितरित प्रणाली, 2. वितरित तंत्र",,
distributive,वितरक,,
document,प्रलेख,,
document retrieved,प्रलेख प्रत्यानयित,,
document window,"1.प्रलेख खिडक़ी, 2. प्रलेख विंडो",,
documentation,प्रलेखन,,
domain,"डोमेन, प्रक्षेत्र",,
domain name,डोमेन नाम,,
dot matrix printer,"1.डॉट मैट्रिक्स मुद्रक, 2. डॉट मैट्रिक्स प्रिंटर",,
down,"अध:, नीचे",,
down link,"1.अवलिंक , 2.अवकड़ी",,
down loading,अधोभारण,,
down time,अधोभारण काल,,
dragging,कर्षण,,
DRAM (dynamic RAM),डीरैम (गतिक रैम),,
drift,अपवाह,,
driver,चालक,,
drop,पात,,
drop down list box,निपात सूची बॉक्स,,
drum drive,ड्रम ड्रािव,,
drum printer,"1.ड्रम मुद्रक, 2. ड्रम प्रिंटर",,
drum unit,"1.इम एकक, 2. ड्रम इकाई",,
dual,"1.द्वैत,2. द्वि",,
dual density,द्वैत घनत्व,,
dummy address,"1.मूक पता, 2. छद्म पता",,
dump,सन्निक्षेप,,
duplex circuit,दवैध परिपथ,,
duplexing,दवैधीकरण,,
duplicate,केय्प्रतिकुंजी,,
DVD R/W,"1.डी वी डी आर./डब्ल्यू ,2. डी वी डी पठन, 3.लेखन",,
DVD ROM,डी वी डी रॉम,,
dynamic instruction,गतिक अनुदेश,,
dynamic memory,"1.गतिक स्मृति, 2.गतिक मेमोरी",,
dynamics,"1.गति विज्ञान, 2. गतिकी",,
EBCDIC,ई बी सी डी आई सी,,
e-business,ई व्यवसाय,,
echo,प्रतिध्वनि,,
e-commerce,"1.ई-कॉमर्स, 2.ई-वाणिज्य",,
edit,संपादन,,
editor,संपादक,,
educational technology,शैक्षिक प्रौद्योगिकी,,
EEP rom,ई ई पी रॉम,,
effective address (floating address),"1.सार्थक पता , 2.प्रभावी पता",,
effective operand address,सार्थक संकार्य पता,,
effective procedure,प्रभावी क्रिया,,
effective UID (user identification),प्रभावी यू.आई.डी.,,
efffective transmission operand,प्रभावी संचरण संकार्य,,
eight-bit byte,अष्टबिट बािट,,
e-learning,"इलेक्ट्रॉनिक अधिगम, ई अधिगम",,
election-algirthm,चुनाव एल्गोरिथम,,
electric mailing (e-mail),इलेक्ट्रोनिक डाकसेवा (ई. मेल),,
electric printer,"1.इलेक्ट्रोनिक मुद्रण, 2.इलेक्ट्रोनिक प्रिटर",,
electrical accounting machine,विद्युत लेखा मशीन,,
electronic,इलेक्ट्रोनिकी,,
electronic clearance system (ECS),इलैक्ट्रॉनिक निकास प्रणाली (ई.सी.एस.),,
electronic data interchange (EDI),इलेक्ट्रॉनिक आँकड़ा विनिमय (इ.डी.आई.),,
electronic data processing,इलेक्ट्रोनिक आंकड़ा संसाधन,,
electronic filing,इलेक्ट्रॉनिक विवरणिक,,
electronic funds transfer System (EFTS),इलेक्ट्रोनिक निधि अंतरण तंत्र (ई.एफ.टी.एस),,
electronic journals,"1.इलेक्ट्रॉनिक जर्नल, 2.इलेक्ट्रानिक पत्रिका",,
electronic publishing,इलेक्ट्रॉनिक प्रकाशन,,
electronic switch,इलेक्ट्रॉनिक स्विच,,
element,"तत्व, अवयव",,
e-mail,ई-मेल,,
e-mail address,"1.ई-मेल पता, 2. इलेक्ट्रॉनिक डाक पता",,
embedded system,अंत:स्थापित तंत्र,,
embedding,अंत:स्थापन,,
emitter couple logic (ECL),उत्सर्जक युग्मित तर्क (ई.सी.एल.),,
empty stack,रिक्त चिति,,
empty string,"1.रिक्त श्रृंखला, 2. रिक्त माला",,
emulation,यंत्रानुकरण,,
encapsulation,"1.केप्सूलीकरण, 2. केप्सूलन",,
encipher,कूटलेखक,,
encode,कूटलेखन,,
encoder,"1.कूटलेखक, 2. कोडक",,
encrepted data,गूढ आंकडा,,
encripting file system,गूढ फािल सिस्टम,,
encryption,"1.गोपन, 2. कोडन, 3. कूटलेखन",,
end of block,खंडक अंत,,
end of file (EOF),संचिका-अन्त,,
end-user,प्रयोक्ता,,
enter,प्रवेश,,
enter-key,प्रवेश कुंजी,,
enterprise server,"1.उद्यम सरवर, 2. उद्यम सेवक",,
enterprise system,उद्यम तंत्र,,
entity,सत्ता,,
entity-relationship,सत्ता संबंधता,,
entry time,प्रवेश काल,,
entry variable,प्रविष्ट चर,,
enumerable,गणनीय,,
environment,परिवेश,,
epoch,"1.ईपोच,2. युग,3. निर्देश क्षण",,
EPROM,ईप्राम (वित्तोरण प्रोग्राम्य पठन मात्र स्मृति),,
epsilon closure,एपसिलॉन संवरक,,
equalizer,तुल्यकारक,,
equipment,उपस्कर,,
equivalence class,तुल्यता वर्ग,,
equivalence relation,तुल्य संबंध,,
erase,"1.विलोपन, 2.मिटान",,
error correcting code,त्रुटि संशोधन कूट,,
error correction,त्रुटि संशोधन,,
error detection,त्रुटि संसूचन,,
error handling,त्रुटि प्रहस्तन,,
error message,त्रुटि संदेश,,
error rate,त्रुटि दर,,
error recovery,त्रुटि पुनर्डद्धार,,
error routine,त्रुटि नेमक,,
escape character,पलायन संप्रतीक,,
ethernet,ईथरनेट,,
event,घटना,,
event chain,घटना श्रृंखला,,
event control,घटना नियंत्रण,,
event counter,घटना गणक,,
exception handling,अपवाद प्रहस्तन,,
exchangeable disk storage,विनिमय डिस्क भंडारण,,
exclusion,अपवर्जन,,
exclusive Or (XOR),अनन्य और (एक्स ऑर),,
executable program,निष्पाद्य क्रमादेश,,
executive statement,निष्पादन कथन,,
exhaustive search,चयनिक खोज,,
exist,विदयमान,,
exit,निर्गम,,
expert system,विशेषज्ञ तंत्र,,
expression,"1. अभिव्यक्ति ,2. व्यंजक",,
extended graphic array (XGA),विस्तारित आलेखीय आव्यूह (एक्स जी ए),,
extended industry standard (EIS),विस्तारित औदयोगिक मानक (इ.आई.एस.),,
extended machine,अतिदेशित मशीन,,
extended memory,विस्तारित स्मृति,,
extended precision,"1.विस्तारित परिशुद्धता, 2.विस्तारित यर्थाथता",,
extended sorting,"1.विस्तारित छंटाी, 2. विस्तारित पृथक्करण",,
external call,वाह्य आह्वान,,
external error,वाह्य त्रुटि,,
external function,वाह्य फलन,,
external interrupt,वाह्य अंतरायन,,
external memory,"1.वाह्य स्मृति, 2. वाह्य मेमोरी",,
external memory,वाह्य स्मृति,,
external modem,वाह्य मॉडेम,,
external reference,वाह्य संदर्भ,,
external searching,वाह्य खोज,,
external storage device,वाह्य भंडारण युक्ति,,
extraction,निष्कर्षण,,
extrapolation,बहिर्वेशन,,
face-character printer,फलक संप्रतीक मुद्रक,,
fail-safe operation,विफल-सुरक्षा संक्रिया,,
failure rate,विफलता दर,,
failure recovery,विफलता मुक्ति,,
false code,मिथ्या कूट,,
false error,मिथ्या त्रुटि,,
fan-in,"1.निवेशाँक, 2. निवेश-अंक",,
fan-out,"1.निर्गताँक, 2. निर्गत-अंक",,
fascimile I/O device,"1.प्रतिकृति आई/ ओ युक्ति ,2. प्रतिकृति निवेश युक्ति/निर्गम",,
fast fourier transform (FFT),द्रुत फौरिएर अन्तरण,,
fatal error,घातक त्रुटि,,
fault detection,दोष संसूचन,,
fault diagnosis,दोष निदान,,
fault tolerance,दोष सहिष्णुता,,
fax,फैक्स,,
fax message,फैक्स संदेश,,
FDC,एफ डी सी,,
feature detection,लक्षण संसूचन,,
feed cycle,भरण चक्र,,
feedback,पुनर्निवेश,,
feeder,"1.प्रदायक,2.पोषक, 3.फीडर",,
fetch,आनयन,,
fibonacci search,फिबोनेकी खोज,,
fibonacci sequence,फिबोनेकी अनुक्रम,,
fibonacci series,फिबोनेकी श्रेणी,,
fibre optics,तंतु प्रकाशिकी,,
fido net,फिडो जाल,,
field,क्षेत्र,,
fifth generation computers,पंचम पीढ़ी कम्प्यूटर,,
file,"1.संचिका,2. फािल",,
file access method,संचिका अभिगम विधि,,
file allocation table,संचिका नियतन सारणी,,
file compression,संचिका संपीडन,,
file copying,संचिका प्रतिलिपिकरण,,
file layout,संचिका विन्यास,,
file merge,संचिका विलय,,
file recovery,संचिका पुन:प्राप्ति,,
file storage,संचिका भंडारण,,
file structure,संचिका संरचना,,
file system,संचिका तंत्र,,
file transfer,संचिका अंतरण,,
file transfer protocol (FTP),फाील अंतरण प्रोटोकॉल (एफ टी पी),,
filter,फिल्टर,,
final state,अंतिम स्थिति,,
find,खोज,,
finite state machine,परिमित अवस्था यंत्र,,
fire wall,फायर वॉल,,
firmware,फर्मवेयर,,
first come first serve,पहले आो पहले पाो,,
first generation computer,प्रथम पीढ़ी कंप्यूटर,,
first in first out (FIFO),प्रथम निवेश प्रथम निर्गम (फीफो ),,
first order logic,प्रथम कोटि तर्क,,
first order theory,प्रथम कोटि सिद्धांत,,
fixed partition,नियत विभाजन,,
flag,चिन्ह,,
flexible disk,नम्य डिस्क,,
floppy disk,फ्लॉपी डिस्क,,
flopy disk drive (Fdd),फ्लापी डिस्क चालन (एफ डी डी),,
flow chart,प्रवाह संचित्र,,
flow of control,नियंत्रण प्रवाह,,
flush,प्रधावन,,
folder,फोल्डर,,
font,फाँट,,
font family,फाँट परिवार,,
foreign key,वाह्य कुंजी,,
form,रूप,,
formal language,प्रतीकात्मक भाषा,,
formal system,प्रतीकात्मक विधि,,
format,"1.फॉरमैट, 2.आरूप",,
formatting,आरूपण,,
fortran,फोरट्रॉन,,
fortran programming,"1.फोरट्रॉन (एक कंप्यूटर भाषा) प्रोग्राम, 2.फोरट्रान क्रमादेशन",,
forward slash,अग्रतिर्यक स्लैश,,
fourth generation computer,चतुर्थ पीढ़ी कंप्यूटर,,
fragment,खंड,,
frame,फ्रेम,,
free net,"1.मुक्त नेट, 2.मुक्त जाल",,
free software foundation,मुक्त सॉफ्टवेयर न्यास,,
free storage,मुक्त भंडारण,,
freeware,फ्रीवेयर,,
front end,अग्रांत,,
front panel,"1.अग्र पट्टिका, 2.अग्र पैनल",,
function,"1.प्रकार्य,2. फलन",,
function key,प्रकार्य कुंजी,,
function reference,प्रकार्य संदर्भ,,
functional dependency,प्रकार्यात्मक निर्भरता,,
functional testing,प्रकार्य परीक्षण,,
fuzzy logic,"1.अस्पष्ट तर्क, 2.फज्जी लॉजिक",,
fuzzy set,"1.अस्पष्ट समुच्चय, 2.फज्जी सेट",,
gain,लब्धि,,
game tree,खेल तरू,,
gap character,अंतराल संप्रतीक,,
garbage,कचरा,,
garbage collection,कचरा संग्रहण,,
garbage collection,कचरा संग्रहण,,
garbage in garbage out (GIGO),कचरा अंदर कचरा बाहर (गीगो),,
gate,द्वार,,
gateway,दवार पथ (नेटवर्क के संदर्भ में),,
general program,व्यापक क्रमादेश,,
general program,व्यापक क्रमादेश,,
general purpose computer,व्यापक उद्देश्य कंप्यूटर,,
general purpose computer,व्यापकीकृत उद्देश्य कंप्यूटर,,
general register,सामान्य पंजी,,
generalization,व्यापकीकरण,,
generalization,व्यापकीकरण,,
general-purpose language,व्यापक उद्देशीय भाषा,,
general-purpose operating sysem,व्यापक उद्देश्य संक्रिया प्रणाली,,
general-purpose regisgter,व्यापक उद्देश्य पंजी,,
generated error,जनित त्रुटि,,
generating function,जनन प्रकार्य,,
generic class,वर्ग सामान्य,,
generic function,वर्ग प्रकार्य,,
generic name,सामान्य वर्गनाम,,
gigo,गीगो,,
global,"1.सार्वत्रिक, 2.वैश्विक",,
global code,सार्वत्रिक कूट,,
global lock,सार्वत्रिक ताला,,
global network,"1.सार्वत्रिक जालक्रम,2.सार्वत्रिक नेटवर्क",,
global network,सार्वत्रिक जालक्रम,,
global user,"1.विश्व प्रयोक्ता, 2.सार्व प्रयोक्ता, 3.सार्वत्रिक प्रयोगकर्ता",,
global variable,सार्वत्रिक चर,,
globalisation,"1.वैश्वीकरण, 2.भूमण्डलीकरण",,
gopher,गोफर (नेटवर्क में एक प्रोटोकॉल),,
gopher client,गोफर ग्राही,,
gopher server,"1.गोफर परिसेवक, 2.गोफर सर्वर",,
gopher site,गोफर स्थल,,
gopher space,गोफर स्पेस,,
graceful degradation,आकर्षक निम्नीकरण,,
grammar checker,व्याकरण संशोधक,,
grammar graceful exit,व्याकरण आकर्षक बहिगर्मन,,
grand total,"1.कुल जोड़, 2.महायोग, 3.कुल योग",,
graph,"1.ग्राफ, 2.आलेख",,
graph plotting,"1.ग्राफ अंकन, 2.आलेख अंकन",,
graphic character,"1.ग्राफीय संप्रतीक, 2.आलेखीय संप्रतीक",,
graphic controller,"1.ग्राफीय नियंत्रक, 2.आलेखीय नियंत्रक",,
graphic data structure,"1.ग्राफीय आंकड़ा संरचना, 2.आलेखीय आंकड़ा संरचना",,
graphic display program,"1.ग्राफीय प्रदर्श क्रमादेश, 2.आलेखीय प्रदर्श क्रमादेश",,
graphic display resolution,"1.ग्राफीय प्रदर्श विभेदन, 2.आलेख प्रदर्श",,
graphic language,"1.ग्राफीय भाषा, 2.आलेखीय भाषा",,
graphic language,"1.ग्राफीय भाषा, 2.आलेखीय भाषा",,
graphic panel,"1.ग्राफीय पट्टिका, 2.आलेखीय पट्टिका",,
graphical animation,"1.ग्राफी एनीमेशन, 2.आलेखी एनीमेशन",,
graphical interface format (GIF),ग्राफी अन्तरण फारमेट (जीाईेफ),,
graphical user interface (GUI),"1.ग्राफी प्रयोक्ता इंटरफेस (जीयूाई), 2.ग्राफीय प्रयोक्ता अंतरापृष्ठ",,
graphics,"1.आलेखी, 2.ग्राफिक्स",,
graphics application,"1.ग्राफिक्स अनुप्रयोग, 2.आलेखीय अनुप्रयोग",,
graphics cursor,"1.ग्राफिक्स कर्सर, 2.आलेखी कर्सर",,
graphics mode,"1.ग्राफिक्स मोड, 2.आलेखी विधा",,
graphics package,"1.ग्राफिक्स पैकेज, 2.आलेखी पैकेज",,
graphics software,"1.ग्राफिक्स सॉफ्टवेयर, 2.आलेखी सॉफ्टवेयर",,
graphics software,"1.ग्राफिक्स सॉफ्टवेयर, 2.आलेखी सॉफ्टवेयर",,
graphics software package,"1.ग्राफिक्स सॉफ्टवेयर पैकेज, 2.आलेखीय सॉफ्टवेयर पैकेज",,
gray scale,ग्रे स्केल,,
greedy method,"1.लालची विधि, 2.ग्रीडी विधि",,
grep,ग्रेप,,
grid,ग्रिड,,
grid chart,ग्रिड संचित्र,,
grid computing,ग्रिड अभिकलन,,
grid modulation,ग्रिड मॉडुलन,,
ground wave,भू-तरंग,,
group,समूह,,
group address,समूह पता,,
group code,समूह कूट,,
group communication,समूह संचार,,
group communication,समूह संचार,,
group identification,"1.समूह पहचान, 2.समूह अभिज्ञान",,
group name,समूह नाम,,
groupware,समूहवेयर,,
growth,वृद्धि,,
guard,"1.रक्षक, 2.गार्ड",,
guided media,निर्देशित माध्यम,,
gunzip,गनजिप,,
hack,कूट विच्छेदन,,
hacker,कूट विच्छेदक,,
hacker's dictionary,कूट विच्छेदक शब्द कोश,,
half adder,अर्ध योजक,,
half bridge,अर्ध सेतु,,
half duplex,अर्ध द्वैध,,
half duplex line,अर्ध द्वैध लाइन,,
half duplex mode,अर्ध द्वैध विधा,,
half intensity,अर्ध तीव्रता,,
half router,अर्ध अनुमार्गक,,
half subtracter,अर्ध व्यवकलक,,
half toning,अर्ध छविकरण,,
half word,अर्ध शब्द,,
hamiltonious cycle,हेमिलटोनी चक्र,,
hamming code,हैमिंग कूट,,
hand,हस्त,,
hand copy,मुद्रित प्रति,,
handle,प्रहस्तन,,
