English,Hindi,,
handling,प्रहस्तन,,
hang,निलंबन,,
happy net,सुखद जाल,,
hard copy device,हार्ड कापी युक्ति,,
hard disk,"1.हार्ड डिस्क, 2.अनम्य डिस्क",,
hard disk crash,अनम्य डिस्क ध्वंस,,
hard error,कठिन त्रुटि,,
hardware flow control,हार्डवेयर प्रवाह नियंत्रण,,
harmonic,"1.हरात्मक, 2.हार्मोनिक",,
harmonic mean,"1.हरात्मक माध्य,2. हार्मानिक माध्य",,
hash,द्रुतान्वेषण,,
hash diagram,द्रुतान्वेषण आरेख,,
hash table,द्रुतान्वेषण सारणी,,
hashing technique,द्रुतान्वेषण तकनीक,,
header,"1.हैडर, 2.प्रवेशिका",,
heap,"1.पुंज , 2.ढेर",,
heap sort,पुंज छंटाई,,
help,सहायता,,
help screen,सहायता स्क्रीन,,
helpnet,"1.हैल्पजाल, 2.सहायता संजाल",,
hertz,हर्टज (फ्रीक्वेंसी/आवृति की यूनिट),,
heuristic,स्वानुभावी,,
heuristic method,स्वानुभावी विधि,,
hexadecimal numbers,षोडश आधारी संख्या,,
hidden line,अप्रत्यक्ष रेखा,,
hierarchical data base,पदानुक्रमित आँकड़आ संचय,,
hierarchical file system,पदानुक्रमित संचिका व्यवसाय,,
hierarchical topography,पदानुक्रमित रूपरेखा,,
high level language,उच्च स्तरीय भाषा,,
high memory area,उच्चस्मृति क्षेत्र,,
high performance,उच्च निष्पादन,,
hit,"1.प्राप्ति, 2.हिट, 3.संभावना",,
hit rate,हिट रेट,,
hit ratio,हिट अनुपात,,
hole,"1. छिद्र, रिक्ती 2. होल",,
home directory,आमुख निर्देशिका,,
home page,आमुख पृष्ठ,,
homogeneous coordinate,समांगी निर्देशांक,,
hop,हॉप,,
hop count,हॉप काउन्ट (नेट वर्क के संदर्भ में),,
horn,हॉर्न,,
host computer,पोषक कंप्यूटर,,
host computer,पोषक कंप्यूटर,,
host language,पोषक भाषा,,
hot key,"1.सक्रिय कुंजी, 2.हॉट कुंजी",,
hyper text markup language (HTML),हाइपर पाठ्य चिहिनित भाषा (एच टी एम एल),,
hypothesis,परिकल्पना,,
I pod,आई पॉड,,
I/O buffer,निवेश/निर्गम बफर,,
I/O port,"1.निवेश/निर्गम द्वारक, 2. आई/ओ द्वारक",,
I/O unit,निवेश/निर्गम इकाई,,
identifier,परिज्ञापक,,
identity,"1.तत्समक, 2.सर्वसमिका, 3.व्यष्टित्व, 4.पहचान",,
image,प्रतिबिंब,,
image sensor,प्रतिबिंब संवेदक,,
impact printer,संघट्ट मुद्रक,,
impedence,प्रतिबाधा,,
imperative programme language,आदेशात्मक प्रोग्राम भाषा,,
imperative statement,आदेश सूचक कथन,,
implicit address,अस्पष्ट पता,,
impossible event,असंभव घटना,,
inactive node,निष्क्रिय आसंधि,,
inconsistency,असगंतता,,
increment,वृद्धि,,
index,सूचक,,
index data item,सूचक आँकड़ा मद,,
index file,सूचकांक संचिका,,
index register,सूचक पंजी,,
index sequential,सूचक अनुक्रमिक,,
indexed addressing,सूचकित पताभिगमन,,
indexed language,अनुक्रमित भाषा,,
indexed sequence file,सूचकांकित अनुक्रम संचिका,,
indexed sequential sccess method (ISAM),सूचकांकित अनुक्रमिक अभिगम विधि (आी एस ए एम),,
indirect addressing,परोक्ष पताभिगमन,,
Informatics,सूचना विज्ञान,,
Information,सूचना,,
information bit,सूचना बिट,,
information management,सूचना प्रबंधन,,
information management system (IMS),सूचना प्रबंधन प्रणाली (आी एम एस),,
information retrieval,सूचना पुन:प्राप्ति,,
information system,सूचना तंत्र,,
information technology (IT),सूचना प्रौद्योगिकी (आी टी),,
infrastructure management,अवसंरचना प्रबंधन,,
Inheritance,वंशानुक्रम,,
inherited error,निहित त्रुटि,,
Initial,प्राथमिक,,
initial address,प्रारंभिक पता,,
initial state,आरंभिक अवस्था,,
Initialization,आरंभीकरण,,
ink jet printer,स्याही जेट मुद्रक,,
Innumerable,असंख्य,,
i-node table,अंत: नोड सारणी,,
inoperable time,अप्रचालनीय काल,,
input buffer register,निवेश बफर पंजी,,
input output processor (I/O processor),निवेश निर्गम प्रक्रमक (आई/ओ पक्रमक),,
input output register (I/O register),निवेश निर्गम पंजी (आई/ओ पंजी),,
input output statement (I/O statement),निवेश निर्गम कथन (आई/ओ कथन),,
input/output (I/O),निवेश/निर्गम (आई/ओ),,
input/output buffer (I/O buffer),निवेश/निर्गम बफर (आई/ओ बफर),,
input/output device (I/O device),निवेश/निर्गम युक्ति (आई/ओ युक्ति),,
Insert,निवेश,,
insertion sort,अंतरवेशन छाँट,,
installation time,अधिष्ठापन काल,,
Instance,दृष्टाँत,,
Instruction,अनुदेश,,
instruction counter,अनुदेश गणक,,
instruction cycle,अनुदेश चक्र,,
instruction set,अनुदेश समुच्चय,,
integer programming,पूणाँक प्रोग्रामन,,
integer variable,पूणाँक चर,,
integrated modem,एकीकृत मॉडेम,,
integrated services digital network (ISDN),एकीकृत सेवा अंकीय जालक्रम (आइ एस डी एन),,
Integrity,अखंडता,,
intelligent controller,कुशाग्र नियंत्रक,,
intelligent terminal,कुशाग्र टर्मिनल,,
inter block,अंत: खंडक,,
inter block gap,अंतरा खंडक अंतराल,,
inter communication system,परस्पर संचार तंत्र,,
Interaction,अन्योन्य क्रिया,,
interactive graphics,अन्योन्य क्रिया आलेखी,,
interactive keyboard printer,"1.परस्पर कुंजीपटल मुद्रक,2.परस्पर कुंजीपटल प्रिटर",,
intercom service,अन्योन्य संचारी सेवा,,
Interface,"1.अंतराफलक, 2.अन्तरापृष्ठ",,
Interleaving,"1.अंतग्रंथन, 2.अंत: पत्रण",,
intermediate buffer,मध्यवर्ती बफर,,
internal block,आंतरिक खंड,,
internal communication,आंतरिक संचार,,
internal fragmentation,आंतरिक खंडन,,
internal memory,आंतरिक स्मृति,,
internal sort,आंतरिक छाँटन,,
internal timer,आंतरिक कालद,,
international organization for standardization (ISO),अंतरराष्ट्रीय मानकीकरण संघ (आई एस ओ),,
international technical support organization,अंतरराष्ट्रीय तकनीकी सहायता संस्थान,,
Internet,इंटरनेट,,
internet engineering task force (IETF),इंटरनेट अभियांत्रिकी कार्य दल (आई ई टी एफ),,
internet explorer,इंटरनेट अन्वेषक,,
internet hunt,इंटरनेट अन्वेषण,,
internet monthly report,इंटरनेट मासिक प्रतिवेदन,,
internet packet exchange,इंटरनेट पैकेट विनिमय,,
internet protocol (IP),इंटरनेट प्रोटोकॉल (आई पी),,
internet protocol remove (IP),"1.इंटरनेट नियमावली,2.इंटरनेट प्रोटोकॉल",,
internet relay chat (IRC),इंटरनेट प्रसारण वार्ता (आई आर सी),,
internet service provider,इंटरनेट सेवा दायक,,
internet services list,इंटरनेट सेवा सूची,,
internet society,इंटरनेट समाज,,
internet tools,"1.इंटरनेट यंत्र,2.युक्ति",,
internet working,इंटरनेट संचालन,,
internet working,इंटरनेट संचालन,,
Interpolation,अन्तर्वेशन,,
Interpret,विवेचन,,
Interpreter,"1.अनुदेशांतरक, 2.विवेचक, 3.स्मरक अंतरक",,
interprocess communication,अंतः प्रक्रम संचार,,
Interrupt,अंतरायक,,
interrupt handler,अंतरायन प्रहस्तक,,
interrupt mask,अंतरायन आच्छद,,
interrupt signal,अंतरायन संकेत,,
interrupt vector,अंतरायक सदिश,,
Interruption,अंतरायन,,
Intersect,प्रतिच्छेद,,
Intranet,"1.अंत:जाल,2.इंट्रानेट",,
Invariant,अपरिवर्तनीय,,
inventory master file,इन्वेन्टरी मुख्य संचिका,,
inverse multiplexer,विलोम मल्टीपलेक्सर,,
inverse scanning,विलोम स्कैनिंग,,
inverted file,विलोम संचिका,,
inverted list file,व्युत्क्रमित सूची संचिका,,
inverted page table,व्युत्क्रम पृष्ठ सारणी,,
Inverter,"1.अंतवर्तक, 2.प्रतीपक",,
internet working,इंटरनेट संचालन,,
Interpolation,अन्तर्वेशन,,
Interpret,विवेचन,,
Interpreter,"1.अनुदेशांतरक, 2.विवेचक, 3.स्मरक अंतरक",,
interprocess communication,अंतः प्रक्रम संचार,,
Interrupt,अंतरायक,,
interrupt handler,अंतरायन प्रहस्तक,,
interrupt mask,अंतरायन आच्छद,,
interrupt signal,अंतरायन संकेत,,
interrupt vector,अंतरायक सदिश,,
Interruption,अंतरायन,,
Intersect,प्रतिच्छेद,,
Intranet,"1.अंत:जाल,2.इंट्रानेट",,
Invariant,अपरिवर्तनीय,,
inventory master file,इन्वेन्टरी मुख्य संचिका,,
inverse multiplexer,विलोम मल्टीपलेक्सर,,
inverse scanning,विलोम स्कैनिंग,,
inverted file,विलोम संचिका,,
inverted list file,व्युत्क्रमित सूची संचिका,,
inverted page table,व्युत्क्रम पृष्ठ सारणी,,
Inverter,"1.अंतवर्तक, 2.प्रतीपक",,
job management,कार्य प्रबंधन,,
job oriented language,कार्योन्मुख भाषा,,
job priority,कार्य प्राथमिकता,,
job scheduling,कार्य अनुसूचन,,
job sequencing,कार्य अनुक्रमण,,
job table,कार्य सारणी,,
join (JOIN),सम्मिलन,,
joint photographic group (jpg),संयुक्त फोटोग्राफी ग्रुप (जे पी जी),,
Journal,पत्रिका,,
joy stick,ज्वॉय स्टिक,,
Judgement,"1.ऑकलन, 2.निर्णय",,
Jump,जंप,,
jump instruction,जंप अनुदेश,,
Jumper,जंपर,,
Junction,"1.संगम, 2.संधि, 3.जोड़",,
Junk,कबाड़,,
Justification,औचित्य,,
k bytes,किलो बाईट,,
karnaugh map,कार्नोफ प्रतिचित्र,,
karnaugh map,कार्नोफ चित्र,,
KB (Kilo Byte),के बी (किलो बाईट),,
Kernel,"1.अष्टि, 2.गुठली, 3.कर्नल",,
kernel mode,अष्टि विधा,,
Kerning,अष्टिकरण,,
Key,कुंजी,,
key board,कुंजी पटल,,
key bounce,"1.कुंजी उछाल, 2.कुंजी अस्वीकार",,
key click,कुंजी क्लिक,,
key compression,कुंजी संपीडन,,
key disk,"1.कुंजी डिस्क, 2.कुंजी चक्रिका",,
key encryption,कुंजी कूट लेखन,,
key field,मुख्य क्षेत्र,,
key file,"1.कुंजी फाईल, 2.कुंजी संचिका",,
key frame,मुख्य ढांचा,,
key management,मुख्य प्रबंधन,,
key pad,कुंजी पैड,,
key pad,कुंजी पैड,,
key phrase,मुख्य वाक्यांश,,
key pulse,कुंजी स्पंद,,
key punch,कुंजी छिद्रक,,
key sorting,कुंजी छाँटन,,
key stroke,"1.कुंजी आघात, 2.कुंजी स्ट्रोक, 3.कुंजी दाब",,
key to address transformation,पता-अंतरण कुंजी,,
key to disk,"1.डिस्क कुंजी, 2.चक्रिका कुंजी",,
key to floppy,फ्लापी कुंजी,,
key to tape,टेप कुंजी,,
key word,मुख्य शब्द,,
Kick,"1.किक, 2.ठोकर",,
Kill,हत,,
Kilobit,किलो बिट,,
Knots,गाँठ,,
knowledge based information services,ज्ञान आधारित सूचना सेवायें,,
knowledge discovery,ज्ञान खोज,,
knowledge discovery database (KDD),ज्ञान खोज डॉटाबेस,,
knowledge engineering,ज्ञान इंजीनियरी,,
knowledge management,ज्ञान प्रबंधन,,
knowledge worker,ज्ञानकर्मी,,
Lan adapter,लैन अनुकूलक,,
Lan server,"1.लैन परिसेवक,2.लैन सर्वर",,
LAN workplace,लैन कार्यस्थल,,
Landscape,क्षैतिज चित्र,,
Landscape,"1.क्षैतिज चित्र, 2.लैडस्केप",,
Language,भाषा,,
language interpreter,भाषा अनुदेशातंरक,,
language processor,भाषा प्रक्रमक,,
language translator,"1.भाषा अंतरक, 2.भाषा अनुवादक",,
Laptop,लैपटाप,,
large scale integration (lsi),व्यापक एकीकरण (एल.एस.आई.),,
large scale integration (LSI),बृहत समाकलन (एल एस आई),,
Laser,लेसर,,
laser printer,लेसर मुद्रक,,
last in first out (LIFO),अन्तिम आगम प्रथम निर्गम (लिफो),,
Layer,परत,,
Layout,"खाका, अभिन्यास",,
Leaf,"1.पर्ण, 2.पत्ती,3. पत्र",,
leaf node,पर्ण आसंधि,,
leaf site,पर्ण स्थल,,
Lease,पट्टा,,
leased channel,"1.पट्टा चैनल, 2.पट्टा प्रणाल पट्टा",,
leased line,"1.लाइन,2.पट्टा रेखा",,
least significant bit (lsb),न्यूनत्तम सार्थक बिट शेल.एस.बी),,
least significant digit,अल्पतम सार्थक अंक,,
legacy system,"1.विरासती व्यवस्था,2.विरासती तंत्र",,
Lemma ,"1.लेमा, 2.प्रमेयिका",,
letter quality (LQ),पत्र गुणवत्ता (एल क्यू),,
Lexeme,शब्दिम,,
Lexicography,कोश विज्ञान,,
Library,"1.संग्रह,2.लाइब्रेरी",,
library program,"1.लाइब्रेरी प्रोग्राम, 2.संग्रह क्रमादेशन",,
library sub-routine,लाइब्रेरी उपनेमिका,,
licence agrement,"1.लाइसेंस अनुबंध, 2.लाइसेंस करारनामा",,
light emitter diode (LED),प्रकाश उत्सर्जक डायोड (एल ई डी),,
light gun,प्रकाश गन,,
light pen,प्रकाश पेन,,
line adapter,रैखिक अनुकूलक,,
line editing,लाइन संपादन,,
line printer,"1.लाइन मुद्रक, 2.लाइन प्रिंटर",,
Linear,"1.रैखिक, 2.रेखीय",,
lines per minute (LPM),रेखाएं प्रति मिनट (एल पी एम),,
Link,"1. कड़ई, लिंक, 2. श्रृंखला ,3. बंध",,
linked list,श्रृंखलित सूची,,
LINUX,लिनक्स,,
liquid crystal display (LCD),"1.लिक्विड क्रिस्टल डिस्पले, 2.द्रव क्रिस्टल प्रदर्श (एल सी डी)",,
list processing,सूची प्रक्रमण,,
Literal,"1.आक्षर,2.शाब्दिक",,
Live,"1.सक्रिय, 2.सजीव, 3.विद्युन्मय, 4.चल",,
live node,सजीव आसंधि,,
Load,"1.भार, 2.लोड",,
load module,"1.लोड मॉडयूल, 2.भार प्रतिरुपक",,
Local,"1.स्थानीय, 2.स्थानिक",,
local access,स्थानीय अभिगम,,
local area network (Lan),स्थानीय क्षेत्र जालक्रम (लैन),,
local definition,स्थानीय स्पष्टता,,
local exchange,"1. स्थानीय जालक्रम ,2. स्थानीय केंद्र,3. स्थानीय विनिमय",,
local memory,स्थानीय स्मृति,,
local mode,स्थानीय विधा,,
local variable,स्थानीय चर,,
Lock,"पाश, लॉक",,
locked file,पाशित संचिका,,
log in=log on,सत्रारंभ,,
log off-log out,सत्रांत,,
Logging,संलेखन,,
logic analyser,तर्क विश्लेषक,,
logic bomb,तर्क बम,,
logic card,तर्क कार्ड,,
logic chart (flow chart),तर्क संचित्र (प्रवाह संचित्र),,
logic circuit,तर्क परिपथ,,
logic design,तर्क अभिकल्प,,
logic diagram,तर्क आरेख,,
logic flow chart,तार्किक प्रवाह संचित्र,,
logic function,तर्क फलन,,
logic gate,तर्क गेट,,
logic programming,"1.तर्क प्रोग्रामन, 2.तर्क क्रमादेशन",,
logic shift,तर्क विस्थापन,,
logic state,तर्क अवस्था,,
logic switch,तर्क स्विच,,
logic unit,तर्क इकाई,,
Logical,तार्किक,,
logical connection,तार्किक संयोजन,,
logical data structure,तार्किक आँकड़आ संरचना,,
logical diagram,तर्कसंगत आरेख,,
logical expression,तार्किक व्यंजक,,
logical flow chart (flow chart),तार्किक प्रवाह संचित्र,,
logical IF,तार्किक आई एफ (तार्किक यदि),,
logical operation,तर्कसंगत संक्रिया,,
logical operator,तर्कसंगत संकारक,,
logical relation,तर्कसंगत संबंधन,,
logical scheme,तार्किक योजना,,
logical symbol,"1.तर्कसंगत संप्रतीक,2.तार्किक संप्रतीक",,
logical type,तार्किक प्ररुप,,
logical value,तार्किक मान,,
logical variable,तार्किक चर,,
look ahead carry,हासिल अग्रावलोकन,,
look ahead set,अग्रावलोकन समुच्चय,,
Look-up,अवलोकन,,
Loop,"1.लूप, 2.पाश",,
loop control,पाश नियंत्रण,,
loop initialization,पाश प्रारंभन,,
loop modification,पाश आपरिवर्तन,,
loop network,"1.पाश जालक्रम, 2.पाश नेटवर्क",,
loop start,पाश प्रारंभन,,
loop termination,पाश-अवसान,,
loop-back test,प्रति-पाश परीक्षण,,
loosely coupled,शिथिल युग्मित,,
lossless compression,ह्रास रहित संपीडन,,
lossy compression,हासी संपीडन,,
low byte,निम्न बाइट,,
low level language,निम्न स्तर भाषा,,
low pass filter,निम्न पारक फिल्टर,,
lower bound,"1.निम्न परिबाधित,2. निम्न परिबद्ध",,
mac protocol (medium access control),"1.मैक प्रोटोकॉल, 2.मैक आचार (मध्य अभिगम नियंत्रण)",,
Machine,"1.मशीन, 2.यंत्र",,
machine address,मशीन पता,,
machine code,"1.यंत्र कूट, 2.मशीन कोड",,
machine cycle,यंत्र चक्र,,
machine dependent language,यंत्राश्रित भाषा,,
machine dependent software,यंत्राश्रित सॉफ्टवेयर,,
machine error,यंत्र त्रुटि,,
machine idle time,यंत्र निष्क्रिय काल,,
machine independent language,यंत्र निरपेक्ष भाषा,,
machine instruction,यंत्रानुदेश,,
machine intelligence,यंत्र बोध,,
machine language,"1.मशीनी भाषा,2.यंत्र भाषा",,
machine learning,यंत्राधिगम,,
machine operation,यंत्र संक्रिया,,
machine oriented language,यंत्रमूलक भाषा,,
machine run,यंत्र निष्पादन,,
machine simulation,मशीन अनुकार,,
machine spoiled time,यंत्र अपहृत काल,,
machine translation,मशीनी अनुवाद,,
machine word,मशीन शब्द,,
macro (=macro instruction),स्थूल अनुदेश,,
macro argument,स्थूल प्राचर,,
macro assembly program,स्थूल कोडांतरण प्रोग्राम,,
macro call,स्थूल आह्वान,,
macro code,"1.स्थूल कोड, 2.स्थूल कूट",,
macro command,स्थूल समादेश,,
macro declaration,स्थूल घोषणा,,
macro definition,स्थूल परिभाषा,,
macro flow chart,स्थूल प्रवाह संचित्र,,
macro generator,स्थूल जनित्र,,
macro instruction,स्थूल अनुदेश,,
macro language,स्थूल भाषा,,
macro library,स्थूल लाइब्रेरी,,
macro parameter,स्थूल प्राचल,,
macro processing,स्थूल प्रक्रमण,,
macro processor,"1.स्थूल प्रक्रमक,2. मैक्रोप्रोसेसर",,
macro programming,स्थूल प्रोग्रामन,,
macro prototype,स्थूल आदिप्ररुप,,
Macro-coding,"1.स्थूल कूटलेखन, 2.स्थूल कोडन",,
magabyte (MB),मेगाबाइट (एम बी),,
magic character,जादुई संप्रतीक,,
magic number,जादुई संख्या,,
magnetic bubble memory,चुंबकीय बुदबुद स्मृति,,
magnetic card,चुंबकीय कार्ड,,
magnetic cell,"1.चुंबकीय कोष्ठिका, 2.चुंबकीय सेल",,
magnetic character,चुंबकीय संप्रतीक,,
magnetic core storage,चुंबकीय कोर भंडारण,,
magnetic disk,"1.चुंबकीय चक्रिका,2. चुंबकीय डिस्क",,
magnetic disk address,चुंबकीय डिस्क पता,,
magnetic disk memory,चुंबकीय चक्रिका स्मृति,,
magnetic drum,चुंबकीय ड्रम,,
magnetic encoding,"1.चुंबकीय कूटलेखन, 2.चुंबकीय कोडीकरण,3.चुंबकीय कोडन",,
magnetic head,चुंबकीय शीर्ष,,
magnetic ink,चुंबकीय स्याही,,
magnetic ink character recognition (MICR),चुंबकीय स्याही संप्रतीक अभिज्ञान (एम आई सी आर),,
magnetic media,चुंबकीय माध्यम,,
magnetic reading,चुंबकीय पठन,,
magnetic recording,चुंबकीय अभिलेखन,,
magnetic storage,चुंबकीय भंडारण,,
magnetic strip,चुंबकीय पट्टी,,
magnetic tape,चुंबकीय टेप,,
magnetic tape cartridge,चुंबकीय टेप कार्टीज,,
magnetic tape drive,चुंबकीय टेप ड्राइव,,
magnetic tape header,चुंबकीय टेप अग्रक,,
magnetic tape librarian,चुंबकीय टेप लाइब्रेरियन,,
magnetic tape transport,चुंबकीय टेप अभिगमन,,
magnetic tape unit,चुंबकीय टेप इकाई,,
magnetic thin film,"1.चुंबकीय तनु परत, 2.चुंबकीय तनु फिल्म",,
magnetic track,चुंबकीय पथ,,
magneto optic storage,चुंबकीय प्रकाशीय भंडारण,,
magnetographic printer,"1.चुंबकालेखी मुद्रक, 2.चुंबक लेखी प्रिंटर",,
Magnetostriction,चुंबकीय विरुपण,,
magnetostrictive tablet,चुंबकीय विरुपक टिकिया,,
mail box,"1.डाक पेटी, 2.मेल बाक्स",,
mail merge,मेल विलय,,
main control unit,"1.मुख्य नियंत्रक एकक, 2. मुख्य नियंत्रक इकाई",,
main frame,मेन फ्रेम,,
main frame system,"1.मेन फ्रेम सिस्टम, 2.मेन फ्रेम तंत्र",,
main memory,"1.मुख्य स्मृति, 2.मुख्य मेमोरी",,
main program,"1.मुख्य प्रोग्राम, 2.मुख्य क्रमादेश",,
main storage,मुख्य भंडारण,,
main switch,"1.मेन स्विच, 2.मुख्य स्विच",,
Maintenance,"1.अनुरक्षण, 2.रखरखाव",,
maintenance panel,अनुरक्षण पैनल,,
maintenance time,अनुरक्षण काल,,
major cycle,वृहत् चक्र,,
major device,मुख्य युक्ति,,
major key,मुख्य कुंजी,,
major state,मुख्य अवस्था,,
major structure,मुख्य संरचना,,
major task,मुख्य कार्य,,
majority element,बहुसंख्यक अवयव,,
majority gate,बहुसंख्यक गेट,,
majority operation,बहुसंख्य संक्रिया,,
makeup time,प्रतिपूर्ति काल,,
malfunction routine,कुसंक्रिया रुटीन,,
management development,प्रबंधन विकास,,
management information system (MIS),प्रबंधन सूचना तंत्र (एम आई एस),,
management science,प्रबंध विज्ञान,,
Manchester coding,मैनचेस्टर कूटलेखन,,
Manifolding,बहुवलन,,
manipulated variable,प्रकलित चर,,
manipulating indexing,प्रकलित सूचकन,,
man-machine simulation,मानव यंत्र अनुकार,,
manual address switch,हस्तचालित पता स्विच,,
manual analysis,मैनुअल विश्लेषण,,
manual answering,मैनुअल आह्वान,,
manual entry,मैनुअल प्रविष्टि,,
manual exchange,"1.हस्तचालित केंद्र, 2.मैनुअल केंद्र",,
manual input,"1.हस्त निवेश, 2. मैनुअल निवेश",,
manual operation,हस्त प्रचालन,,
many to many relationship,अनेकानेक संबंध,,
many to one decoder,बहु-एक-विकोडक,,
map method,प्रतिचित्र विधि,,
Mapping,प्रतिचित्रण,,
Margin,उपांत,,
margin error,उपांतीय त्रुटि,,
marginal check,उपांतीय जाँच,,
marginal test,उपांतीय परीक्षण,,
mark detection,चिन्ह संसूचन,,
mark reading,चिन्ह पठन,,
mark scanning,चिन्ह क्रमवीक्षण,,
mark sense,चिन्ह बोध,,
Marker,चिन्हक,,
Marking,चिन्हन,,
marking wave,चिन्हक तरंग,,
markov chain,मार्कोव श्रृंखला,,
markov source,मार्कोव स्रोत,,
mark-up language,मार्क-अप भाषा,,
Maser,मेसर,,
Maser,मेसर,,
Mask,"1.मास्क, 2.आच्छद, 3.प्रच्छाद",,
mask bit,"1.प्रच्छाद बिट, 2.आच्छद बिट,3. मास्क दविअंक",,
mask programmable device,मास्क प्रोग्राम्य युक्ति,,
mask register,आवरण रजिस्टर,,
masked ROM,"1.आवृत रॉम, 2.आवृत आर ओ एम",,
Masking,आच्छादन,,
mass data,विपुल आँकड़ए,,
mass memory,"1.विपुल स्मृति, 2.विपुल मेमोरी",,
massively parallel,विपुलत: समांतर,,
Master,प्रधान ,,
master card,मास्टर कार्ड,,
master clock,"1.प्रधान घड़ई, 2.नियंत्रक घड़ई",,
master consol,प्रधान कन्सोल,,
master data,प्रधान आँकड़आ,,
master diagram,प्रधान आरेख,,
master file,प्रधान संचिका,,
master group,प्रधान समूह,,
master key,मास्टर कुंजी,,
master library tape,प्रधान लाइब्रेरी टेप,,
master processor,प्रधान प्रक्रमक,,
master program,प्रधान प्रोग्राम,,
master station,प्रधान केंद्र,,
master tape,"1.प्रधान टेप, 2.मास्टर टेप",,
master terminal,"1.प्रधान अंतक, 2.प्रधान टर्मिनल",,
master/slave device,प्रधान अधीन युक्ति,,
master/slave system,प्रधान अधीन तंत्र,,
Match,"1.मेल, 2.मिलान, 3.मिलना",,
Matching,मिलान,,
mathematical programming,गणितीय प्रोग्रामन,,
mathematical simulation,गणितीय अनुकार,,
Matrix,"1.मैट्रिक्स, 2.आव्यूह",,
matrix printer,"1.मैट्रिक्स प्रिंटर, 2.मैट्रिक्स मुद्रक",,
matrix switch,मैट्रिक्स स्विच,,
matrix table,आव्यूह सारणी,,
maxi computer,मैक्सी कंप्यूटर,,
Maxicomputer,मैक्सी कंप्यूटर,,
maximal element,उच्चिष्ट अवयव,,
maxterm (standard sum term),योगपद,,
maxwell daemon,मैक्सवेल डैमन,,
Mean,"1.मध्यमान, 2.माध्य",,
mean repair time,माध्य सुधार काल,,
mean time between failure (MTBF),अंतर्विफलता माध्य काल,,
mean time between failure (MTBF),विफलता मध्य माध्यकाल (एम टी बी एफ),,
mean time to failure,विफलता का माध्य काल,,
mean time to repair,मरम्मत माध्य काल,,
mean time to repair (MTTR),सुधार माध्यकाल (एम टी टी आर),,
medium scale integration (MSI),मध्यम स्केल एकीकरण (एम एस आई),,
medium scale integration (MSI),मध्यम समाकलन (एम एस आई),,
medium term storage device,माध्य पद भंडारण युक्ति,,
megabit per second (MB Ps),मेगा बिट प्रति सेकंड (एम बी पी एस),,
